Name,=+971 4 4225666,callmodalpad,Number,Address,Number2
LaLigaSportsRestaurant,#ERROR!,#ERROR!,97144547752,,
Qmeal,,,,,
Mistiqa,#ERROR!,#ERROR!,97143750326,,
BaytiRestaurant,#ERROR!,#ERROR!,97143793235,,
WakhaRestaurant,#ERROR!,#ERROR!,97143470788,,
GeddyRestaurant,#ERROR!,#ERROR!,97143750339,,
HollywoodBurger,,600567774,600567774,,
ALPYSCoffeeSensation,#ERROR!,#ERROR!,97144405961,,
SouthSt.BurgerCo.,#ERROR!,#ERROR!,97144238018,,
Subway,#ERROR!,#ERROR!,97142833349,,
Subway,#ERROR!,#ERROR!,97144327999,,
Subway,#ERROR!,#ERROR!,97142969093,,
Subway,#ERROR!,#ERROR!,97144393588,,
Subway,#ERROR!,#ERROR!,97143243553,,
Subway,#ERROR!,#ERROR!,97142990533,,
Subway,#ERROR!,#ERROR!,97142825448,,
Subway,#ERROR!,#ERROR!,97142843543,,
Subway,#ERROR!,#ERROR!,97148840694,,
Subway,#ERROR!,#ERROR!,97144355766,,
Subway,#ERROR!,#ERROR!,97148857272,,
Subway,#ERROR!,#ERROR!,97142804133,,
Subway,#ERROR!,#ERROR!,97143343843,,
Subway,#ERROR!,#ERROR!,97144270580,,
Subway,#ERROR!,#ERROR!,97143996741,,
Subway,#ERROR!,#ERROR!,97144484696,,
Subway,#ERROR!,#ERROR!,97143644545,,
Subway,#ERROR!,#ERROR!,97143791620,,
LayalinaRestaurant,#ERROR!,#ERROR!,97143750365,,
BeyRockRestaurant,#ERROR!,#ERROR!,97142501710,,
DebonairsPizza,#ERROR!,#ERROR!,97144424367,,
DebonairsPizza,#ERROR!,#ERROR!,97143398452,,
Subway,#ERROR!,#ERROR!,97143281118,,
VillageCircleRestaurant,#ERROR!,#ERROR!,97148188506,,
DukkanShawermaAndFalafel,#ERROR!,#ERROR!,97143490377,,
Mandilicious,#ERROR!,#ERROR!,97148188512,,
TurathAlmandiRestaurant,#ERROR!,#ERROR!,97143953555,,
HadootaMasreya,#ERROR!,#ERROR!,97148188515,,
NinaraLoungeRestaurant&Cafe,#ERROR!,#ERROR!,97144475571,,
Subway,#ERROR!,#ERROR!,97144471950,,
ZaakiRestaurantandCafe,#ERROR!,#ERROR!,97144504103,,
Mogador,#ERROR!,#ERROR!,97144508520,,
AlDahleezRestaurant,#ERROR!,#ERROR!,97142823922,,
Subway,#ERROR!,#ERROR!,97144537700,,
RawabinaRestaurant,#ERROR!,#ERROR!,97142981447,,
ZaatarWZeit,#ERROR!,600522231,600522231,,
AlDahleezRestaurant,#ERROR!,#ERROR!,97144484277,,
TheKebabShop,#ERROR!,#ERROR!,97144538108,,
PapaMurphy'sPizza,#ERROR!,#ERROR!,97142637177,,
MassaadBarbecue,#ERROR!,#ERROR!,97143589776,,
MirAmin,#ERROR!,#ERROR!,97144475464,,
CedarTree,#ERROR!,#ERROR!,97144475889,,
AlErzalRestaurant,#ERROR!,#ERROR!,97143966797,,
MouloukAlShawarma,#ERROR!,#ERROR!,97142364250,,
TerqwazBlueRestaurant,#ERROR!,#ERROR!,97144218405,,
ArzLebanon,#ERROR!,#ERROR!,97143472226,,
ShawarmazRestaurant,#ERROR!,#ERROR!,97144213738,,
TheKebabShop,#ERROR!,#ERROR!,97143453365,,
OgaretRestaurant,#ERROR!,#ERROR!,97144289252,,
S'wichRestaurant,#ERROR!,#ERROR!,97144279656,,
BaitAlBaghdadiRestaurant-Deira,#ERROR!,#ERROR!,97142737064,,
KosebasiExpress,#ERROR!,#ERROR!,97142840285,,
OntheWood,#ERROR!,#ERROR!,97143262555,,
ArzLebanon,#ERROR!,#ERROR!,97143947736,,
SpotlightRestaurantandCoffeeShop,#ERROR!,#ERROR!,97143617404,,
YellowEggCafe,#ERROR!,#ERROR!,97143965540,,
Shawarmanji,#ERROR!,#ERROR!,97143993494,,
BaitJdoudna,#ERROR!,#ERROR!,97144537773,,
WaynakRestaurant&Cafe,,,,,
Subway,#ERROR!,#ERROR!,97143950777,,
ZaatarWZeit,#ERROR!,#ERROR!,97144513616,,
Subway,#ERROR!,#ERROR!,97142620777,,
Subway,#ERROR!,#ERROR!,97143403456,,
Subway,#ERROR!,#ERROR!,97148876765,,
ZaatarWZeit,#ERROR!,#ERROR!,97144276033,,
Subway,#ERROR!,#ERROR!,97143794996,,
ZaatarWZeit,#ERROR!,#ERROR!,97144357282,,
Subway,#ERROR!,#ERROR!,97143445585,,
Subway,#ERROR!,#ERROR!,97144434200,,
ZaatarWZeit,#ERROR!,#ERROR!,97144270861,,
Subway,#ERROR!,#ERROR!,97143881700,,
Subway,#ERROR!,#ERROR!,97144341335,,
Subway,#ERROR!,#ERROR!,97143868473,,
Subway,#ERROR!,#ERROR!,97144579212,,
Subway,#ERROR!,#ERROR!,97144418901,,
Subway,#ERROR!,#ERROR!,97143855588,,
McDonald's,#ERROR!,561187289,561187289,,
McDonald's,#ERROR!,#ERROR!,97143411139,,
Subway,#ERROR!,#ERROR!,97144518800,,
McDonald's,#ERROR!,#ERROR!,97143559141,,
TangerineRestaurant,#ERROR!,#ERROR!,97144238040,,
RedStarwok.com,#ERROR!,#ERROR!,97144586677,,
Kosebasi,#ERROR!,#ERROR!,97144393788,,
Mr.Doner,#ERROR!,#ERROR!,97142559696,,
Soi55,#ERROR!,#ERROR!,97143750343,,
AlRokenTurkishRestaurantAndCafe,#ERROR!,#ERROR!,97143709997,,
VedaPavilion,#ERROR!,#ERROR!,97144573200,,
McDonald's,#ERROR!,#ERROR!,97142571447,,
AfiyetOlsun,#ERROR!,#ERROR!,97144409300,,
Harput,#ERROR!,#ERROR!,97143474921,,
Tantuni,#ERROR!,#ERROR!,97148188530,,
WokyoNoodleHouse,#ERROR!,#ERROR!,971480096596,,
BiellaRestaurant,#ERROR!,#ERROR!,97143951961,,
KrispyChicken,#ERROR!,#ERROR!,97143750331,,
JinjaAsianKitchen,#ERROR!,#ERROR!,97144417905,,
WokITRestaurant,#ERROR!,#ERROR!,97143885711,,
Fuchsia,#ERROR!,#ERROR!,97143617117,,
McDonald's,#ERROR!,#ERROR!,97148834821,,
HyuKoreanRestaurant,#ERROR!,#ERROR!,97143344294,,
K-POPChicken,#ERROR!,#ERROR!,97144340096,,
TexasChicken,,600522224,600522224,,
CalicutParagon,#ERROR!,#ERROR!,97143858700,,
TexasChicken,,600522224,600522224,,
McDonald's,#ERROR!,#ERROR!,97142574097,,
PunjabByNature,#ERROR!,#ERROR!,97143966044,,
TexasChicken,,600522224,600522224,,
MeerathKababRestaurant,#ERROR!,#ERROR!,97143583676,,
TexasChicken,,600522224,600522224,,
TexasChicken,,600522224,600522224,,
GazeboRestaurant,#ERROR!,#ERROR!,97143598555,,
TheFisherman'sWharf,#ERROR!,508778752,508778752,,
McDonald's,#ERROR!,#ERROR!,97142847730,,
McDonald's,#ERROR!,600588885,600588885,,
PindDaDhaba,#ERROR!,#ERROR!,97143885333,,
TexasChicken,,600522224,600522224,,
AlNasrValley,#ERROR!,#ERROR!,97143232886,,
TexasChicken,,600522224,600522224,,
CalicutSaawariya,#ERROR!,#ERROR!,97142560500,,
MTR,#ERROR!,#ERROR!,97143275909,,
McDonald's,#ERROR!,#ERROR!,97142545131,,
Ginger&SpiceRestaurant,#ERROR!,#ERROR!,97143590039,,
JharokhaRestuarant,#ERROR!,#ERROR!,97143619601,,
NewRuchiRestaurant,#ERROR!,#ERROR!,97143525895,,
CorianderFineDine,#ERROR!,#ERROR!,97143967470,,
MasalaBay,#ERROR!,#ERROR!,97144471814,,
LondonFishAndChips,#ERROR!,#ERROR!,97144215500,,
Zafran,#ERROR!,#ERROR!,97142840987,,
GrilledNThrilled,#ERROR!,#ERROR!,97144488522,,
DesiTasteRestaurant,#ERROR!,#ERROR!,97144548517,,
7SpiceLondonDubai,#ERROR!,#ERROR!,97144303783,,
BarbecueWorldRestaurant,#ERROR!,#ERROR!,97142562555,,
SpiceKraft,#ERROR!,#ERROR!,97143635329,,
MalabarRestuarant,#ERROR!,#ERROR!,97142239511,,
PakIndoRestaurant,#ERROR!,#ERROR!,97144477432,,
CentrerPlovaRestaurant,#ERROR!,#ERROR!,97143929980,,
AlTawahRestaurant,#ERROR!,#ERROR!,97142511122,,
BarBQAngaray,#ERROR!,#ERROR!,97142964877,,
DanilloRestaurant,#ERROR!,#ERROR!,97142727921,,
DubaiBiryani,#ERROR!,#ERROR!,97143235050,,
AlCasaCorner,#ERROR!,#ERROR!,97143518353,,
AlMarhabani,#ERROR!,#ERROR!,97143949444,,
AlKauserIndianRestaurant,#ERROR!,#ERROR!,97143574981,,
AlSafrahRestaurant,#ERROR!,#ERROR!,97143939283,,
AthidiEkSamskritiRestaurant,#ERROR!,#ERROR!,97144308020,,
PalmGarden,#ERROR!,#ERROR!,97143995533,,
SerenaSeafood,#ERROR!,#ERROR!,97148188581,,
AlSuffraAlAfghaniRestaurant,#ERROR!,#ERROR!,97143544846,,
LePirateRestaurant,#ERROR!,#ERROR!,97148188519,,
McDonald's,#ERROR!,600588885,600588885,,
PitaRestaurant,#ERROR!,#ERROR!,97143974384,,
BaldwinCafe,#ERROR!,#ERROR!,97144477024,,
LaPostreria,#ERROR!,#ERROR!,97143445620,,
Haru,#ERROR!,#ERROR!,97143338786,,
BahraniKabab,#ERROR!,#ERROR!,97143982883,,
PurePunjabi,#ERROR!,#ERROR!,97143736003,,
Slapfish,#ERROR!,#ERROR!,97142797660,,
AlFinique,#ERROR!,#ERROR!,97143750312,,
AlAmmor,#ERROR!,#ERROR!,97143707060,,
McDonald's,#ERROR!,600588885,600588885,,
McDonald's,#ERROR!,600588885,600588885,,
NellaraRestaurant,#ERROR!,#ERROR!,97142806444,,
JaamEJamRestaurant&Cafe,#ERROR!,#ERROR!,97143441717,,
BazerkanRestaurant,#ERROR!,#ERROR!,97144420129,,
Hardee's,,556026191,556026191,,
BarbecueBitesRestaurant,#ERROR!,#ERROR!,97142556767,,
DelhiDarbar,#ERROR!,#ERROR!,97144277708,,
UzbegimUzbekRestaurant,#ERROR!,#ERROR!,97143927311,,
Hardee's,,600569000,600569000,,
Gulnaz,#ERROR!,#ERROR!,97144534887,,
CaffeDiemme,#ERROR!,#ERROR!,97144229145,,
DelhiDarbar,#ERROR!,#ERROR!,97142356161,,
AlBandar,#ERROR!,#ERROR!,97143939001,,
Hardee's,,556026296,556026296,,
Hardee's,,559988042,559988042,,
BetterGrill,#ERROR!,#ERROR!,97144560747,,
Burger360,#ERROR!,#ERROR!,97144514545,,
Hardee's,,600569000,600569000,,
Hardee's,,600569000,600569000,,
Hardee's,,600569000,600569000,,
Hardee's,#ERROR!,600569000,600569000,,
HaruRobatayaki,#ERROR!,#ERROR!,97148853897,,
Lemonade,#ERROR!,#ERROR!,97142797661,,
AlFareejRestaurantAndBakery,#ERROR!,#ERROR!,97142615156,,
AldDaya'sShawerma,,600561114,600561114,,
DukkanShawerma,#ERROR!,#ERROR!,97148856575,,
AlHajCafeteria,#ERROR!,507286186,507286186,,
SouthSt.BurgerCo.,#ERROR!,#ERROR!,97142797689,,
Hatam,#ERROR!,#ERROR!,97142571818,,
ParsIranianRestaurant,#ERROR!,#ERROR!,97142968990,,
PotatoHut,,800768286,800768286,,
AnjapparChettinadRestaurant,#ERROR!,#ERROR!,97143356116,,
MawardPatisserie,#ERROR!,#ERROR!,97142565535,,
FurnBeik,#ERROR!,#ERROR!,97143470607,,
AlmandaBroastChickenLLC,#ERROR!,#ERROR!,97142667050,,
Hardee's,,600569000,600569000,,
Hardee's,,600569000,600569000,,
Chili's,#ERROR!,#ERROR!,97147059667,,
PitfirePizza,#ERROR!,#ERROR!,97144315759,,
DukkanShawerma,#ERROR!,#ERROR!,97142525500,,
Nefertiti,#ERROR!,#ERROR!,97145508105,,
AaraamamRestaurant,#ERROR!,#ERROR!,97143978139,,
FratelliLaBufala,#ERROR!,#ERROR!,97144303497,,
TastyBiryaniRestaurant,#ERROR!,#ERROR!,97142298856,,
SaporiDiBice,#ERROR!,#ERROR!,97145516349,,
PeiWeiAsianDiner,#ERROR!,#ERROR!,97143153628,,
ParcoRestaurant,#ERROR!,#ERROR!,97148835641,,
BagelsAndMore,#ERROR!,#ERROR!,97144308790,,
BurgerWorld,#ERROR!,#ERROR!,97143423315,,
PapaJohn's,#ERROR!,#ERROR!,97142864478,,
RaseenRestaurant,#ERROR!,#ERROR!,97148839030,,
MotherRestaurant,#ERROR!,#ERROR!,97144390504,,
BundooKhanExpress,#ERROR!,#ERROR!,97143884866,,
Subway,#ERROR!,#ERROR!,97144221225,,
HobaitaRestaurant,#ERROR!,#ERROR!,97142223749,,
RabiyahRestaurant,#ERROR!,#ERROR!,97143372004,,
BaguetteExpress,#ERROR!,#ERROR!,97142956461,,
JebelAliRestaurant,#ERROR!,#ERROR!,97148818507,,
PeepeesRestaurant,#ERROR!,#ERROR!,97148834838,,
BaguetheExpress,#ERROR!,#ERROR!,97144370374,,
NewNoveltyRestaurant,#ERROR!,#ERROR!,97142262232,,
LandmarkAlQuozRestaurant,#ERROR!,#ERROR!,97143381326,,
Chili's,#ERROR!,#ERROR!,97147059666,,
PeiWeiAsianDiner,#ERROR!,#ERROR!,97143153642,,
TheEateryRestaurant,#ERROR!,#ERROR!,97143543333,,
VillaDaVinci,#ERROR!,#ERROR!,97143807151,,
SivestarBhavanRestaurant,#ERROR!,#ERROR!,97143362566,,
CityMountainTraditional,#ERROR!,#ERROR!,97142857082,,
14 August,#ERROR!,#ERROR!,97142724293,,
Chili's,#ERROR!,#ERROR!,97147059620,,
TheNoodleHouse,#ERROR!,#ERROR!,97143198758,,
BajaFresh,#ERROR!,#ERROR!,97143419967,,
AlTaher,#ERROR!,#ERROR!,97142282749,,
MariaBonitaTacoShopAndGrill,#ERROR!,#ERROR!,97143954454,,
Bob'sFishAndChips,,551682170,551682170,,
Bob'sFishAndChips,#ERROR!,#ERROR!,97144310717,,
ImperialDragonRestaurant,#ERROR!,506567350,506567350,,
SukhSagar,#ERROR!,#ERROR!,97144543050,,
BangkokTownThaiRestaurant,#ERROR!,#ERROR!,97142397242,,
LeClassique,#ERROR!,#ERROR!,97143802222,,
JeemaRestaurant,#ERROR!,#ERROR!,97148099333,,
JulyanaRussianBarAndRestaurant,#ERROR!,#ERROR!,97142284444,,
ThePromenade,#ERROR!,#ERROR!,97143977444,,
Minato,#ERROR!,#ERROR!,97142227171,,
FireAndIce,#ERROR!,#ERROR!,97143149888,,
Picante,#ERROR!,#ERROR!,97143977444,,
GlasshouseBrasserie,#ERROR!,#ERROR!,97142271111,,
TheSkyKoreanRestaurantAndBar,#ERROR!,#ERROR!,97143417750,,
Rare,#ERROR!,#ERROR!,97143238888,,
SpiceIsland,#ERROR!,#ERROR!,97142625555,,
TheGreatRoom,#ERROR!,#ERROR!,97144071777,,
AlDanaCafe,#ERROR!,#ERROR!,97143311111,,
D&A,#ERROR!,#ERROR!,97143480000,,
RangeelaRestaurant,#ERROR!,#ERROR!,97142950500,,
BistroDomino,#ERROR!,#ERROR!,97142925000,,
Zeta,#ERROR!,#ERROR!,97144368888,,
ChutneysRestaurant,#ERROR!,#ERROR!,97143104340,,
GazeboTerrace,#ERROR!,#ERROR!,97142950500,,
Table9ByDarrenVelvick,#ERROR!,#ERROR!,97142271111,,
AlDente,#ERROR!,#ERROR!,97144488000,,
Boulvar,#ERROR!,#ERROR!,97142227171,,
AlFresco,#ERROR!,#ERROR!,97143311111,,
Jamie'sItalian,#ERROR!,#ERROR!,97143480000,,
Luciano's,#ERROR!,#ERROR!,97143995000,,
LaMarguerite,#ERROR!,#ERROR!,97142227111,,
Geales,#ERROR!,#ERROR!,97143995555,,
KhaymatAlBahar,#ERROR!,#ERROR!,97143666730,,
Alfie's,#ERROR!,#ERROR!,97143300000,,
Latitude,#ERROR!,#ERROR!,97144068999,,
JW'sSteakhouse,#ERROR!,#ERROR!,97146077977,,
ETSushi,#ERROR!,#ERROR!,97143300000,,
Hofbrauhaus,#ERROR!,#ERROR!,97142624444,,
AlRiqaRestaurant,#ERROR!,#ERROR!,97142959171,,
Cucina,#ERROR!,#ERROR!,97142624444,,
MJ'sSteakhouse,#ERROR!,#ERROR!,97143666730,,
CasaDeTapas,#ERROR!,#ERROR!,97142956000,,
AlMuna,#ERROR!,#ERROR!,97143666730,,
CasaMia,#ERROR!,#ERROR!,97142170000,,
Sukhothai,#ERROR!,#ERROR!,97142170000,,
Yalumba,#ERROR!,#ERROR!,97142170000,,
M'sBeefBistro,#ERROR!,#ERROR!,97142170000,,
VillaRomana,#ERROR!,#ERROR!,97143995000,,
Olives,#ERROR!,#ERROR!,97143999999,,
FishBazaar,#ERROR!,#ERROR!,97143995000,,
Cascades,#ERROR!,#ERROR!,97143325555,,
DhowKaAangan,#ERROR!,#ERROR!,97143599992,,
AsiaRepublic,#ERROR!,#ERROR!,97144262626,,
Rasoi,#ERROR!,#ERROR!,97142248587,,
Asado,#ERROR!,#ERROR!,97144287888,,
TheGrandGrill,#ERROR!,#ERROR!,97143995000,,
Celebrities,#ERROR!,#ERROR!,97143999999,,
IlRustico,#ERROR!,#ERROR!,97143982222,,
LaBrasserie,#ERROR!,#ERROR!,97144262626,,
PastryBoutique,#ERROR!,#ERROR!,97143519999,,
Junsui,#ERROR!,#ERROR!,97143017600,,
Thiptara,#ERROR!,#ERROR!,97144287888,,
AlDhiyafa,#ERROR!,#ERROR!,97143995000,,
Saffron,#ERROR!,#ERROR!,97144262626,,
CinCinWineBar,#ERROR!,#ERROR!,97143325555,,
Hakkasan,#ERROR!,#ERROR!,97143300000,,
Toshi,#ERROR!,#ERROR!,97144299999,,
AlShurouqLounge,#ERROR!,#ERROR!,97148096100,,
SplendidoRestaurant,#ERROR!,#ERROR!,97143994000,,
Rosso-BarEnotecaAndRistorante,#ERROR!,#ERROR!,97144282000,,
AOCFrenchBrasserie,#ERROR!,#ERROR!,97144484848,,
TivoliRestaurant,#ERROR!,#ERROR!,97142251122,,
Benihana,#ERROR!,#ERROR!,97144282000,,
Mosaico,#ERROR!,#ERROR!,97143300000,,
TheExchangeGrill,#ERROR!,#ERROR!,97143325555,,
OliveTree,#ERROR!,#ERROR!,97144440000,,
SpectrumOnOne,#ERROR!,#ERROR!,97143325555,,
TheShoreAndTheEdge,#ERROR!,#ERROR!,97144262626,,
LeDunePizzeria,#ERROR!,#ERROR!,97148096100,,
West14thNewYorkPrime,#ERROR!,#ERROR!,97144477601,,
ManhattanGrill,#ERROR!,#ERROR!,97143172222,,
Tokyo@Thetowers,#ERROR!,#ERROR!,97143300000,,
Kaleidoscope,#ERROR!,#ERROR!,97144262626,,
TOMO,#ERROR!,#ERROR!,97143248888,,
BlueJade,#ERROR!,#ERROR!,97143994000,,
Andiamo,#ERROR!,#ERROR!,97143172222,,
AltaBadia,#ERROR!,#ERROR!,97143300000,,
Brasserie,#ERROR!,#ERROR!,97143995555,,
RafflesRestaurant,#ERROR!,#ERROR!,97143982222,,
TheMarketCafe,#ERROR!,#ERROR!,97143172222,,
AmbotTik,#ERROR!,#ERROR!,97143982222,,
Peppercrab,#ERROR!,#ERROR!,97143172222,,
RhodesTwenty10,#ERROR!,#ERROR!,97143995555,,
LaFontana,#ERROR!,#ERROR!,97148145604,,
Maya,#ERROR!,#ERROR!,97143995555,,
Ossigeno,#ERROR!,#ERROR!,97143995555,,
IZRestaurant,#ERROR!,#ERROR!,97143172222,,
Pizzeria,#ERROR!,#ERROR!,97143995555,,
Thamburu,#ERROR!,#ERROR!,97142716666,,
Docklands,#ERROR!,#ERROR!,97143599992,,
TheChinaClub,#ERROR!,#ERROR!,97142227171,,
RodeoGrillAndBar,#ERROR!,#ERROR!,97147054620,,
BlueElephant,#ERROR!,#ERROR!,97147054662,,
Brioso,#ERROR!,#ERROR!,97142625555,,
SpiceEmporium,#ERROR!,#ERROR!,97143994141,,
OrchidRestaurant,#ERROR!,#ERROR!,97142956999,,
AlDawaar,#ERROR!,#ERROR!,97142091100,,
DonAlfonso1890,#ERROR!,#ERROR!,97143438888,,
Ottomans,#ERROR!,#ERROR!,97143998888,,
YakitoriTei,#ERROR!,#ERROR!,97143520900,,
Zaytoun,#ERROR!,#ERROR!,97147012222,,
LaGrotta,#ERROR!,#ERROR!,97142231000,,
LaTraviata,#ERROR!,#ERROR!,97148145604,,
OceanaRestaurant,#ERROR!,#ERROR!,97143991111,,
Benihana,#ERROR!,#ERROR!,97147054632,,
TeatroRestaurant,#ERROR!,#ERROR!,97143122202,,
PachangaRestaurant,#ERROR!,#ERROR!,97143991111,,
Armani-Deli,#ERROR!,#ERROR!,97148883888,,
TrattoriaPizzeria,#ERROR!,#ERROR!,97142211144,,
Sarpino'sPizzeria,#ERROR!,#ERROR!,97143519111,,
Shamiana,#ERROR!,#ERROR!,97142275555,,
AlHambra,#ERROR!,#ERROR!,97143668888,,
VivaldiByAlfredoRusso,#ERROR!,#ERROR!,97142071717,,
TheKitchen,#ERROR!,#ERROR!,97142091234,,
PetalsRestaurant,#ERROR!,#ERROR!,97143230111,,
BiceRistorante,#ERROR!,#ERROR!,97143991111,,
PaxRestaurant,#ERROR!,#ERROR!,97143433333,,
FreshRestaurant,#ERROR!,#ERROR!,97143417750,,
ElSur,#ERROR!,#ERROR!,97143994141,,
Hatta,#ERROR!,#ERROR!,97142281111,,
SiddhartaLoungeByBuddhaBar,#ERROR!,#ERROR!,97143998888,,
Fazaris,#ERROR!,#ERROR!,97144368888,,
Bedouinn'sBistro,#ERROR!,#ERROR!,97148850999,,
Medley,#ERROR!,#ERROR!,97142941222,,
IbnMajedRestaurant,#ERROR!,#ERROR!,97148145604,,
PureSkyLounge,#ERROR!,#ERROR!,97143991111,,
Channels,#ERROR!,#ERROR!,97144350230,,
HuntersRoomAndGrill,#ERROR!,#ERROR!,97143994141,,
FlavoursOnTwo,#ERROR!,#ERROR!,97143122202,,
Kairali,#ERROR!,#ERROR!,97143344088,,
Links,#ERROR!,#ERROR!,97143905600,,
LatestRecipe,#ERROR!,#ERROR!,97143993333,,
CuiSines,#ERROR!,#ERROR!,97147027020,,
CulinaryFlightAtBurjAlArab,#ERROR!,#ERROR!,97143017600,,
CreeksideJapaneseRestaurant,#ERROR!,#ERROR!,97142281111,,
SurSangam,#ERROR!,#ERROR!,97143534300,,
WhiteOrchidRestaurant,#ERROR!,#ERROR!,97148145604,,
Anise,#ERROR!,#ERROR!,97147011127,,
Anise,#ERROR!,#ERROR!,97147011111,,
FountainRestaurant,#ERROR!,#ERROR!,97142630000,,
Seasons,#ERROR!,#ERROR!,97145019000,,
Mezzerie,#ERROR!,#ERROR!,97148182222,,
PetalsRestaurant,#ERROR!,#ERROR!,97144377888,,
SoulRestaurant,#ERROR!,#ERROR!,97144498888,,
365AllDayDining,#ERROR!,#ERROR!,97143049000,,
KairaliRestaurant,#ERROR!,#ERROR!,97142725888,,
OptionsBySanjeevKapoor,#ERROR!,#ERROR!,97144440111,,
Paadheyam,#ERROR!,#ERROR!,97142719998,,
SocialByHeinzBeck,#ERROR!,#ERROR!,97148182222,,
Izakaya,#ERROR!,#ERROR!,97144143000,,
SteakHouseRestaurant,#ERROR!,#ERROR!,97142970808,,
PaadheyamRestaurant,#ERROR!,#ERROR!,97143939373,,
ChinwaggeryBarAndRestaurant,#ERROR!,#ERROR!,97144498888,,
Calabar,#ERROR!,#ERROR!,97148883444,,
NoshRestaurant,#ERROR!,#ERROR!,97144380000,,
TheTalkRestaurant,#ERROR!,#ERROR!,97144498888,,
Prego's,#ERROR!,#ERROR!,97144350000,,
BeachsideBarbecue,#ERROR!,#ERROR!,97144442501,,
Connections,#ERROR!,#ERROR!,97142068600,,
TheRedGrill,#ERROR!,#ERROR!,97145036666,,
TheMED,#ERROR!,#ERROR!,97144271000,,
MizaanRestaurant,#ERROR!,#ERROR!,97145018888,,
AlBasha,#ERROR!,#ERROR!,97144084257,,
Petals,#ERROR!,#ERROR!,97144202555,,
Bedouinn'sBistro,#ERROR!,#ERROR!,97142604000,,
TheGreenSpices,#ERROR!,#ERROR!,97145036666,,
CentroCitta,#ERROR!,#ERROR!,97143543333,,
TheKitchenTable,#ERROR!,#ERROR!,97144533333,,
Agemono,#ERROR!,#ERROR!,97142248055,,
RanchesRestaurantAndBar,#ERROR!,#ERROR!,97143607935,,
Moana,#ERROR!,#ERROR!,97144556677,,
ManavaRestaurant,#ERROR!,#ERROR!,97144556677,,
BrunelloRestaurant,#ERROR!,#ERROR!,97144442501,,
PorterhouseSteaksAndGrill,#ERROR!,#ERROR!,97144556677,,
HongLoong,#ERROR!,#ERROR!,97144556677,,
CUTByWolfgangPuck,#ERROR!,#ERROR!,97148883444,,
Bottega,#ERROR!,#ERROR!,97144556677,,
Legends,#ERROR!,#ERROR!,97142956000,,
LittleHutRestaurant,#ERROR!,#ERROR!,97142235376,,
LaTerrasse,#ERROR!,#ERROR!,97144502064,,
MalikBurger,#ERROR!,#ERROR!,97142266621,,
MajlisAlKhorCafe,#ERROR!,#ERROR!,97142222131,,
Leaves,#ERROR!,#ERROR!,97143998888,,
LobbyCafe,#ERROR!,#ERROR!,97143360004,,
EmperorChineseRestaurant,#ERROR!,#ERROR!,97143460111,,
AlDanaRestaurant,#ERROR!,#ERROR!,97142222131,,
Petals,#ERROR!,#ERROR!,97144472526,,
HanaRestaurant,#ERROR!,#ERROR!,97142222131,,
ElevationBurger,#ERROR!,#ERROR!,97143880000,,
EntreNous,#ERROR!,#ERROR!,97143320000,,
KalpakaRestaurant,#ERROR!,#ERROR!,97142299111,,
Positano,#ERROR!,#ERROR!,97144143000,,
LaPostreria,#ERROR!,#ERROR!,97144302983,,
MustardFineDineRestaurant,#ERROR!,#ERROR!,97146085000,,
AlDifafRestaurant,#ERROR!,#ERROR!,97142210300,,
EricsRestaurant,#ERROR!,#ERROR!,97143965080,,
MalabariRestaurant,#ERROR!,#ERROR!,97142240222,,
MarwanMuradRestaurant,#ERROR!,#ERROR!,97143453419,,
AlMadinaRestaurant,#ERROR!,#ERROR!,97148818575,,
ThamburuRestaurant,#ERROR!,#ERROR!,97142226688,,
Marrybrown,#ERROR!,#ERROR!,97142277912,,
Marrybrown,#ERROR!,#ERROR!,97142286321,,
TalAlAmarRestaurant,#ERROR!,#ERROR!,97143230000,,
TayebatInternationalRestaurant,#ERROR!,#ERROR!,97144499444,,
DestinationDining,#ERROR!,#ERROR!,97143238888,,
AlMaharaRestaurant,#ERROR!,#ERROR!,97142826264,,
AlKhaldinRestaurant,#ERROR!,#ERROR!,97142859640,,
EpicureRestaurant,#ERROR!,#ERROR!,97143238888,,
PanoramaRestaurant,#ERROR!,#ERROR!,97143230000,,
RoofTopRestaurant,#ERROR!,#ERROR!,97143558080,,
ShibaRestaurant,#ERROR!,#ERROR!,97143813333,,
BespokeDinning,#ERROR!,#ERROR!,97143238888,,
MilasRestaurant,#ERROR!,#ERROR!,97143882313,,
PrimeSteakhouse,#ERROR!,#ERROR!,97143813333,,
MumtazMahal,#ERROR!,#ERROR!,97143519111,,
Marrybrown,#ERROR!,#ERROR!,97142245356,,
KohinoorRestaurant,#ERROR!,#ERROR!,97143558080,,
SaltSeafoodRestaurant,#ERROR!,#ERROR!,97144575555,,
KGrill,#ERROR!,#ERROR!,97143410000,,
TheTrackRestaurant,#ERROR!,#ERROR!,97143813333,,
L'OlivoRestaurant,#ERROR!,#ERROR!,97144575555,,
Flooka,#ERROR!,#ERROR!,97143461111,,
Apres,#ERROR!,#ERROR!,97143412575,,
Taverna,#ERROR!,#ERROR!,97143461111,,
Loca,#ERROR!,#ERROR!,97143461111,,
AlQasr,#ERROR!,#ERROR!,97143461111,,
ThaiBistro,#ERROR!,#ERROR!,97143461111,,
FiestaPinoy,#ERROR!,#ERROR!,97142955524,,
