Name,Address,Type,Number,asdsad,Number2,aNumbaaaer,,,,,,,,
Subway,https://www.asklaila.com/listing/Delhi-NCR/malkaganj-road/subway/hznNvBui/,1165022696,"Malkaganj Road, Delhi","Fast Food,Health Food, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1165022696,tel:01165022696,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/malkaganj-road/subway/hznNvBui/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Kali Mirch,https://www.asklaila.com/listing/Delhi-NCR/lodhi-road/kali-mirch/m5b89IUd/,,"Lodhi Road, Delhi","Outdoor Seating,  Chinese, Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9711191777,tel:9711191777,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/lodhi-road/kali-mirch/m5b89IUd/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
MS Point,https://www.asklaila.com/listing/Delhi-NCR/karol-bagh/ms-point/1LXFjSNJ/,"01125760048
														,

09818505878","Karol Bagh, Delhi","Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1125760048,tel:01125760048,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/karol-bagh/ms-point/1LXFjSNJ/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,9818505878,tel:9818505878
Made In China,https://www.asklaila.com/listing/Delhi-NCR/indira-puram/made-in-china/0n13DX5P/,,"Indira Puram, Ghaziabad","Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9999611547,tel:9999611547,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/indira-puram/made-in-china/0n13DX5P/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Chicken Corner,https://www.asklaila.com/listing/Delhi-NCR/nehru-place/chicken-corner/KjKiCP88/,1126273314,"Nehru Place, Delhi","Multi-cuisine, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1126273314,tel:01126273314,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/nehru-place/chicken-corner/KjKiCP88/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Little Punjab,https://www.asklaila.com/listing/Delhi-NCR/sda/little-punjab/0epHTzes/,,"SDA, Delhi","North Indian, Punjabi, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9891705111,tel:9891705111,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sda/little-punjab/0epHTzes/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Chills N Grills,https://www.asklaila.com/listing/Delhi-NCR/netaji-subhash-place/chills-n-grills/0FvvSmdJ/,,"Netaji Subhash Place, Delhi","Children's Play Area,Outdoor Seating",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9213260698,tel:9213260698,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/netaji-subhash-place/chills-n-grills/0FvvSmdJ/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Ghazzala Restaurant,https://www.asklaila.com/listing/Delhi-NCR/ip-estate/ghazzala-restaurant/zPimqNLe/,,"IP Estate, Delhi","Outdoor Seating,  Mughlai, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9582323932,tel:9582323932,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/ip-estate/ghazzala-restaurant/zPimqNLe/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Takkar Dhaba,https://www.asklaila.com/listing/Delhi-NCR/kalkaji/takkar-dhaba/0efzX2We/,1126444823,"Kalkaji, Delhi","North Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1126444823,tel:01126444823,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/kalkaji/takkar-dhaba/0efzX2We/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Mughlai Treat,https://www.asklaila.com/listing/Delhi-NCR/sector-56/mughlai-treat/1eCChMbo/,,"Sector 56, Gurgaon","Biryani, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9999311547,tel:9999311547,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-56/mughlai-treat/1eCChMbo/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/980#,,
Food Factory,https://www.asklaila.com/listing/Delhi-NCR/vijay-nagar/food-factory/c0agFhXA/,1127132713,"Vijay Nagar, Delhi","North Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1127132713,tel:01127132713,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/vijay-nagar/food-factory/c0agFhXA/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Ane China,https://www.asklaila.com/listing/Delhi-NCR/shalimar-bagh/ane-china/04x7kQNc/,"01127477128
														,

09811411254","Shalimar Bagh, Delhi","Chinese,Fast Food, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1127477128,tel:01127477128,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/shalimar-bagh/ane-china/04x7kQNc/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,9811411254,tel:9811411254
Al Kebab,https://www.asklaila.com/listing/Delhi-NCR/mehrauli-gurgaon-road/al-kebab/1i5U4Kx1/,"01244284163
														,

09958515494","Mehrauli Gurgaon Road, Gurgaon","Outdoor Seating,  Biryani, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244284163,tel:01244284163,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/mehrauli-gurgaon-road/al-kebab/1i5U4Kx1/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,9958515494,tel:9958515494
Meenakshi Restaurant,https://www.asklaila.com/listing/Delhi-NCR/friends-colony/meenakshi-restaurant/O4ARaJ0v/,"01244038811
														,

09212400111","Friends Colony, Gurgaon","Multi-cuisine, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244038811,tel:01244038811,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/friends-colony/meenakshi-restaurant/O4ARaJ0v/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,9212400111,tel:9212400111
GK Chicken Corner Restaurant,https://www.asklaila.com/listing/Delhi-NCR/greater-kailash-part-1/gk-chicken-corner-restaurant/YvxDU4Lk/,1129230359,"Greater Kailash Part 1, Delhi","Multi-Cuisine,North Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1129230359,tel:01129230359,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/greater-kailash-part-1/gk-chicken-corner-restaurant/YvxDU4Lk/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Bharat Foods,https://www.asklaila.com/listing/Delhi-NCR/mayur-vihar-phase-2/bharat-foods/0iaZo8pD/,,"Mayur Vihar Phase 2, Delhi","Outdoor Seating,  Indian, Multi-Cuisine",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9911269923,tel:9911269923,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/mayur-vihar-phase-2/bharat-foods/0iaZo8pD/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Alkakori,https://www.asklaila.com/listing/Delhi-NCR/paschim-vihar/alkakori/0oVlD72C/,,"Paschim Vihar, Delhi","Mughlai, Non-Veg",,,,,,,https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/paschim-vihar/alkakori/0oVlD72C/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Colonel's Kababz,https://www.asklaila.com/listing/Delhi-NCR/punjabi-bagh-west/colonels-kababz/1oWyXYmU/,,"Punjabi Bagh West, Delhi","Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9278028666,tel:9278028666,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/punjabi-bagh-west/colonels-kababz/1oWyXYmU/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Raju Chinese  Food,https://www.asklaila.com/listing/Delhi-NCR/rajouri-garden/raju-chinese-food/07khEN8f/,1125971013,"Rajouri Garden, Delhi","Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1125971013,tel:01125971013,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/rajouri-garden/raju-chinese-food/07khEN8f/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Hawkers Chinese Brand,https://www.asklaila.com/listing/Delhi-NCR/vasant-kunj-sector-b/hawkers-chinese-brand/0gvzHbk9/,1126897444,"Vasant Kunj - Sector B, Delhi","Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1126897444,tel:01126897444,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/vasant-kunj-sector-b/hawkers-chinese-brand/0gvzHbk9/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Qureshi's Kabul Corner,https://www.asklaila.com/listing/Delhi-NCR/dlf-phase-1/qureshis-kabul-corner/0GcOcUyl/,1242563786,"DLF Phase 1, Gurgaon","North Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1242563786,tel:01242563786,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dlf-phase-1/qureshis-kabul-corner/0GcOcUyl/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Virundu Restaurant,https://www.asklaila.com/listing/Delhi-NCR/sector-54/virundu-restaurant/06mvyUUE/,,"Sector 54, Gurgaon","Outdoor Seating,  Multi-cuisine, South Indian",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9650130583,tel:9650130583,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-54/virundu-restaurant/06mvyUUE/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Dosa Plaza,https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-5/dosa-plaza/17rn6Lvr/,1132943434,"Dwarka Sector 5, Delhi","South Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1132943434,tel:01132943434,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-5/dosa-plaza/17rn6Lvr/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Chicken Craz,https://www.asklaila.com/listing/Delhi-NCR/punjabi-bagh-west/chicken-craz/0xiVjoGw/,,"Punjabi Bagh West, Delhi","Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9582127761,tel:9582127761,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/punjabi-bagh-west/chicken-craz/0xiVjoGw/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Route 66,https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-22/route-66/1dnQleU3/,"01147147848
														,

09871845999","Dwarka Sector 22, Delhi","Indian, Multi-cuisine, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1147147848,tel:01147147848,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dwarka-sector-22/route-66/1dnQleU3/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,9871845999,tel:9871845999
Veg Valley Restaurant,https://www.asklaila.com/listing/Delhi-NCR/sector-7/veg-valley-restaurant/rNkP78gF/,,"Sector 7, Gurgaon","Multi-cuisine, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9810570812,tel:9810570812,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-7/veg-valley-restaurant/rNkP78gF/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Aapki Rasoi,https://www.asklaila.com/listing/Delhi-NCR/pitampura/aapki-rasoi/Mu6Jwazl/,1164701463,"Pitampura, Delhi","Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1164701463,tel:01164701463,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/pitampura/aapki-rasoi/Mu6Jwazl/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Chinese Hut,https://www.asklaila.com/listing/Delhi-NCR/vasant-vihar/chinese-hut/1n9ayn4g/,,"Vasant Vihar, Delhi","Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9958631587,tel:9958631587,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/vasant-vihar/chinese-hut/1n9ayn4g/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Saini Food Place,https://www.asklaila.com/listing/Delhi-NCR/sector-15-i/saini-food-place/0enAmkq4/,1242224933,"Sector 15-I, Gurgaon","Multi-cuisine, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1242224933,tel:01242224933,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-15-i/saini-food-place/0enAmkq4/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,,
Ajit Khalsa Dhaba,https://www.asklaila.com/listing/Delhi-NCR/mehrauli-badarpur-road/ajit-khalsa-dhaba/x4UnZOmF/,"01126808434
														,

09871258872","Mehrauli Badarpur Road, Delhi","Mughlai, Punjabi, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1126808434,tel:01126808434,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/mehrauli-badarpur-road/ajit-khalsa-dhaba/x4UnZOmF/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1000#,9871258872,tel:9871258872
Sachdewa Fast Food Centre,https://www.asklaila.com/listing/Delhi-NCR/vivek-vihar/sachdewa-fast-food-centre/TdvqlCY6/,"01143012314
														,

09312666569","Vivek Vihar, Delhi","Fast Food, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1143012314,tel:01143012314,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/vivek-vihar/sachdewa-fast-food-centre/TdvqlCY6/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,9312666569,tel:9312666569
Ghanshyam Vaishno Hotel,https://www.asklaila.com/listing/Delhi-NCR/ghaziabad/ghanshyam-vaishno-hotel/153P2IRN/,,Ghaziabad,"Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9810747184,tel:9810747184,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/ghaziabad/ghanshyam-vaishno-hotel/153P2IRN/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
Saleem's Restaurant,https://www.asklaila.com/listing/Delhi-NCR/sector-56/saleems-restaurant/0IeEx0gE/,1246579923,"Sector 56, Gurgaon","Mughlai, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1246579923,tel:01246579923,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-56/saleems-restaurant/0IeEx0gE/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
Little Dragon,https://www.asklaila.com/listing/Delhi-NCR/defence-colony/little-dragon/fswJuOfN/,"01164536491
														,

09818162700","Defence Colony, Delhi","Chinese,Multi-Cuisine, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1164536491,tel:01164536491,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/defence-colony/little-dragon/fswJuOfN/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,9818162700,tel:9818162700
Cookie Man,https://www.asklaila.com/listing/Delhi-NCR/noida-sector-38/cookie-man/gRI7azMx/,1204225589,"Noida - Sector 38, Noida","Fast Food, Veg, Ticket Restaurant",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1204225589,tel:01204225589,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/noida-sector-38/cookie-man/gRI7azMx/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
Chawla's Chic-Inn,https://www.asklaila.com/listing/Delhi-NCR/pitampura/chawlas-chic-inn/0ubjqQB2/,1127235386,"Pitampura, Delhi","Tandoori, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1127235386,tel:01127235386,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/pitampura/chawlas-chic-inn/0ubjqQB2/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
Otik Food Plaza,https://www.asklaila.com/listing/Delhi-NCR/sector-53/otik-food-plaza/1LaKGljy/,1244143430,"Sector 53, Gurgaon","North Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1244143430,tel:01244143430,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-53/otik-food-plaza/1LaKGljy/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
Lajwaab Food,https://www.asklaila.com/listing/Delhi-NCR/sector-25/lajwaab-food/1g1ZTlRm/,"01202547013
														,

09899168368","Sector 25, Noida","Chinese, Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1202547013,tel:01202547013,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/sector-25/lajwaab-food/1g1ZTlRm/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,9899168368,tel:9899168368
Momo's Point,https://www.asklaila.com/listing/Delhi-NCR/dr-mukherji-nagar/momos-point/0KfElssa/,"01127650006
														,

09911106155","Dr.Mukherji Nagar, Delhi","Chinese, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1127650006,tel:01127650006,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/dr-mukherji-nagar/momos-point/0KfElssa/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,9911106155,tel:9911106155
Shilpi Restaurant,https://www.asklaila.com/listing/Delhi-NCR/new-friends-colony/shilpi-restaurant/18uDHUjn/,"01126849664
														,

09310423160","New Friends Colony, Delhi","Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1126849664,tel:01126849664,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/new-friends-colony/shilpi-restaurant/18uDHUjn/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,9310423160,tel:9310423160
Shahi Kebab,https://www.asklaila.com/listing/Delhi-NCR/nit/shahi-kebab/1bGHcW5y/,"01294101000
														,

09811418571","NIT, Faridabad","Kebabs, North Indian, Non-Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1294101000,tel:01294101000,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/nit/shahi-kebab/1bGHcW5y/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,9811418571,tel:9811418571
Fauji Vaishno Dhaba,https://www.asklaila.com/listing/Delhi-NCR/kalkaji/fauji-vaishno-dhaba/bzXNboN1/,,"Kalkaji, Delhi","Indian, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,9810223255,tel:9810223255,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/kalkaji/fauji-vaishno-dhaba/bzXNboN1/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
Dilli Chaat,https://www.asklaila.com/listing/Delhi-NCR/kamla-nagar/dilli-chaat/aG9fChhn/,1164612801,"Kamla Nagar, Delhi","Fast Food, Veg",https://c1.asklaila.com/webres/imgBootstrap/icons/srp/btn_Call.png,×,Select a number to call,1164612801,tel:01164612801,"jQuery(document).ready(function($) {
$("".clickableRow"").click(function() {
window.document.location = $(this).data('url');
});
			                							});",https://www.facebook.com/sharer.php?app_id=178317605922&u=https://www.asklaila.com/listing/Delhi-NCR/kamla-nagar/dilli-chaat/aG9fChhn/,https://www.asklaila.com/search/Delhi-NCR/-/restaurant/1020#,,
