Name,resultSubTitle,Address,mar0 2,Number2,Number
Prego,Restaurant,"Koregaon Park, PMC","Outdoor Seating,  Italian, Non-Veg",2067210021,
Zodiac Restaurant,Restaurant,"Viman Nagar, PMC","Multi-cuisine, South Indian, Non-Veg",2039848484,
The Great Kabab Factory,Restaurant,"Kharadi, PMC","Outdoor Seating, Kebabs, North Indian, Non-Veg",2027060606,
Yogi Tree,Restaurant,"Koregaon Park, PMC","Multi-cuisine, Veg",2026124501,
The Upper Deck Restaurant,Restaurant,"Lonavala, PMC","Outdoor Seating,Pool Area, Indian, Multi-cuisine",2114329833,9850845565
Aangan- The Courtyard,Restaurant,"Hadapsar Saswad Road, PCMC","Outdoor Seating, Continental, Non-Veg",20305200,9987573818
Chhajja,Restaurant,"Hadapsar Saswad Road, PCMC","Continental, Indian, Multi-Cuisine, Non-Veg",20305200,9987573818
Chilis,Restaurant,"Viman Nagar, PMC","American, Mexican, Non-Veg",2030950400,
Pesto Pesto,Restaurant,"Koregaon Park, PMC","Wi-Fi Zone,  Italian, Non-Veg",2066886688,8888054442
Garwa Hills- Bageecha Restaurant,Restaurant,"Wanowari Kondhwa, PCMC","Outdoor Seating, Indian, Multi-Cuisine, Non-Veg",2032313889,9422037704
Cream Centre,Restaurant,"Viman Nagar, PMC","Italian, Mexican, Multi-Cuisine, Non-Veg",2030950415,8007770805
Niyaki,Restaurant,"Chinchwad, PMC","Wi-Fi Zone,  Japanese, Non-Veg",2067313333,
Cafe Bay Leaf,Restaurant,"Hinjewadi, PMC","Outdoor Seating,  Multi-cuisine, Non-Veg",2066862200,
Atithya Multi Cuisine,Restaurant,"Market Yard, PMC","Chinese, Indian, Multi-cuisine, Veg",202415151,
Paprika Hot Rock,Restaurant,"Dhole Patil Road, PMC","Indian, Mediterranean, Non-Veg",9604225121,
Chequered Flag,Restaurant,"Bund Garden Road, PMC","Outdoor Seating,  Chinese, Multi-cuisine, Non-Veg",2026205000,
Bong Connections Restaurant,Restaurant,"Kondhwa, PMC","Outdoor Seating,  Multi-cuisine, Seafood, Non-Veg",8806037920,
Aphrodite,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating, Chinese, Continental",2025666565,
Sigree Restaurant,Restaurant,"Aundh, PMC","Wi-Fi Zone, Mughlai, North Indian, Non-Veg",2065600191,
Sunny's Dhaba,Restaurant,"Lonavala, PMC","Outdoor Seating,  Indian, Multi-Cuisine, Non-Veg",9822065345,
Payatha,Restaurant,"Hadapsar Saswad Road, PCMC","Indian, Multi-Cuisine, Non-Veg",20305200,9987573818
La Terrazza,Restaurant,"Nagar Road, PMC","Wi-Fi Zone, Italian, Non-Veg",2066451234,
Cafe Vegathon,Restaurant,"Koregaon Park, PMC","Multi-cuisine, Non-Veg",7738977777,
Terrazzo,Restaurant,"Pawana Nagar, PMC","Indian, Multi-Cuisine, World Cuisine, Non-Veg",2114712468,
Flavours Restaurant,Restaurant,"Pimpri, PMC","Multi-cuisine, Non-Veg",2030660033,
Daulat Garden Restaurant,Restaurant,"Bawdhan, PMC","Outdoor Seating, Multi-Cuisine,Punjabi, Non-Veg",2022951300,
La Terrazza Trattoria-2,Restaurant,"Nagar Road, PMC","Italian, Non-Veg",2066451234,
Eatery,Restaurant,"Viman Nagar, PMC","Indian, Multi-cuisine, Non-Veg",2039406699,
Favola Restaurant,Restaurant,"Camp, PMC","Italian, Non-Veg",2026050505,
Western Court,Restaurant,"Chandani Chowk, PMC","Wi-Fi Zone,  Indian, Non-Veg",2022952839,9823479988
Momo Cafe,Restaurant,"Pune Railway Station, PMC","Multi-cuisine, Non-Veg",2067248181,
Kwality Restaurant,Restaurant,"Camp, PMC","Multi-Cuisine,North Indian, Non-Veg, Sodexo",2026360629,
BottleDeck Seafood Resto Bar,Restaurant,"Baner, PMC","Continental, Seafood, Non-Veg",,
Beetroot Bistro,Restaurant,"Mundhawa, PMC","Chinese, Fast Food, Italian, Non-Veg",7798889220,
Moonlight Grill,Restaurant,"Kalyani Nagar, PMC","Mongolian, North Indian, Thai, Non-Veg",9028769566,
Le Kebabiere,Restaurant,"Koregaon Park, PMC","Indian, Non-Veg",2041030333,9552194400
Terttulia,Restaurant,"Koregaon Park, PMC","Italian, Non-Veg",2026052180,
Panash,Restaurant,"Viman Nagar, PMC","Pan Asian, Non-Veg",2039406699,
Seasonal Tastes,Restaurant,"Koregaon Park, PMC","Asian, Non-Veg",2067210000,
Chinese Room,Restaurant,"Camp, PMC","Chinese, Non-Veg",2026145613,
Kobe Sizzlers,Restaurant,"Erandwana, PMC","Sizzlers, Non-Veg",2025455001,
Tiranga Non-Veg,Restaurant,"Budhwar Peth, PMC","Biryani, Maharashtrian, Punjabi, Non-Veg",2024455891,9767891237
Heaven Garden,Restaurant,"Kothrud, PMC","Outdoor Seating, Maharashtrian,Multi-Cuisine",2025449099,
Bounty Sizzlers Restaurant,Restaurant,"Kalyani Nagar, PMC","Outdoor Seating,  Sizzlers, Non-Veg",2026613360,
Fountain Inn Restaurant,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating,  Multi-cuisine, Punjabi",2064191408,9623898899
Roshal Garden Restaurant,Restaurant,"Bhosari, PCMC","Outdoor Seating, Mughlai,Multi-Cuisine,Tandoori",2027231824,9822517713
Zamu's Place,Restaurant,"Dhole Patil Road, PMC","Outdoor Seating, Multi-Cuisine, Parsi, Sizzlers",2026123610,
Subha Family Restaurant,Restaurant,"Kothrud, PMC","Indian,Multi-Cuisine, Non-Veg",2025449448,
Ku Kooch Koo,Restaurant,"Shivaji Nagar, PMC","Multi-Cuisine,Tandoori, Non-Veg",2025531861,9822426301
Rajwada Restaurant,Restaurant,"Shaniwar Peth, PMC","Children's Play Area, Maharashtrian,Multi-Cuisine",2024457735,9422080800
Hotel Saileela,Restaurant,"Wadervadi, PMC","Indian,Multi-Cuisine, Non-Veg",2025662052,
Cafe Goodluck,Restaurant,"Deccan Gymkhana, PMC","Mughlai, South Indian, Non-Veg, Sodexo",2025676893,
Eden Court Restaurant,Restaurant,"Model Colony, PMC","Outdoor Seating, Multi-Cuisine,North Indian",2025662161,
Swastik Multicusine Restaurant,Restaurant,"Sanghavi, PCMC","Outdoor Seating, Multi-cuisine, North Indian",2065104871,
King's Restaurant,Restaurant,"Camp, PMC","Multi-cuisine, Punjabi, Non-Veg",2026362667,
Chahul Garden Restaurant,Restaurant,"Pimple Saudagar, PCMC","Outdoor Seating,  Maharashtrian, Multi-cuisine",2027400192,
Govind Garden Restaurant,Restaurant,"Pimple Saudagar, PCMC","Multi-cuisine, North Indian, Non-Veg",2027400100,9850585555
Top In Town Restaurant,Restaurant,"Deccan Gymkhana, PMC","Outdoor Seating,  Multi-cuisine, Punjabi, Non-Veg",9881130366,
Papa John's,Restaurant,"Bund Garden Road, PMC","Pizza, Non-Veg",2040077373,
Hotel Amit,Restaurant,"Hingane Khurd, PMC","Punjabi, South Indian, Non-Veg",2024354595,9422011883
Viraj Family Garden Restaurant,Restaurant,"Ghorpade Peth, PMC","Outdoor Seating,  Chinese, Kebabs, Maharashtrian",9822682727,
Baghban Chef,Restaurant,"Kondhwa, PMC","Multi-cuisine, North Indian, Non-Veg",2032908687,
Daiwong Restaurant,Restaurant,"Viman Nagar, PMC","Outdoor Seating,  Chinese, Non-Veg, Sodexo",2026633293,
Manali Restaurant,Restaurant,"Dhankawadi, PMC","Multi-cuisine, Non-Veg",2024368214,
Avishkar Family Restaurant,Restaurant,"Shivaji Road, PMC","Maharashtrian, Multi-cuisine, Non-Veg",2024435470,9890955999
Akash Restaurant,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating,  Multi-cuisine, North Indian",2025536542,
Nivant Garden Restaurant,Restaurant,"Chandani Chowk, PMC","Outdoor Seating,  Maharashtrian, Multi-cuisine",2022952100,
Tareef Restaurant,Restaurant,"Aundh, PMC","Chinese, Indian, Tandoori, Non-Veg",2025883232,9923419000
Marrakesh,Restaurant,"Yeraoda, PMC","Outdoor Seating,  Lebanese, Mughlai",2040046171,
Exotica Restaurant,Restaurant,"Yerawada, PMC","Outdoor Seating,  Brunch, Indian, Mediterranean",2065005566,
Laguna,Restaurant,"Yerawada, PMC","Continental, Mediterranean, Multi-cuisine",2065005566,
Madhuban Garden Restaurant,Restaurant,"Wakad, PCMC","Outdoor Seating,  Multi-cuisine, Non-Veg",2064730726,9822280578
Soundarya Family Garden Restaurant,Restaurant,"Warje, PMC","Outdoor Seating, Multi-cuisine, North Indian",2025231583,
Roll House Restaurant,Restaurant,"Viman Nagar, PMC","Outdoor Seating,  Chinese, Indian, Snacks",9970550666,
Crosstown Traffic A Multi-Cuisine Restaurant,Restaurant,"Kalyani Nagar, PMC","Chinese, Multi-Cuisine, Non-Veg",,
Red Dragon,Restaurant,"Yerawada, PMC","Chinese, Pan Asian, Thali, Non-Veg",2040047803,
Kabab King,Restaurant,"Yerawada, PMC","Kebabs, Multi-cuisine, North Indian, Non-Veg",2032341333,
Smokies,Restaurant,"Kondhwa, PMC","Outdoor Seating, Chinese, Multi-cuisine",2026952222,
Burger Barn Cafe,Restaurant,"Koregaon Park, PMC","Burgers, Non-Veg",9272402006,
Haka,Restaurant,"Fergusson College Road, PMC","Chinese, Non-Veg",2032413536,
Domino's,Restaurant,"Wanowri, PMC","Pizza, Non-Veg, Sodexo",2026811103,
The Bristo Grill,Restaurant,"Baner gaon bo, PMC","Chinese, Multi-Cuisine, Non-Veg",9960187995,
Singh Chin,Restaurant,"Wakad, PCMC","Chinese, Multi-cuisine, Non-Veg",2065108070,8149209650
Quality Restaurant,Restaurant,"Bawdhan, PMC","Multi-cuisine, North Indian, Non-Veg",9561500661,
Chawla's,Restaurant,"Sasoon Road, PMC","Chinese, Tandoori, Non-Veg, Sodexo",2040065390,9970181313
Swig Restaurant,Restaurant,"North Main Road, PMC","Italian, Multi-cuisine, Non-Veg",2026150081,
Thea Restaurant,Restaurant,"Yerawada, PMC","Italian, Non-Veg",2065000444,9922595955
Brix Pizza,Restaurant,"Aundh, PMC","Pizza, Non-Veg",2025885021,
Giggles Restaurant,Restaurant,"Mundhawa, PMC","Multi-cuisine, Non-Veg",2026880020,
Zunj Nayan Chaupati,Restaurant,"Baner road, PMC","Chinese, Multi-cuisine, Non-Veg",2027293344,9370463083
Shalimar Family Garden Restaurant,Restaurant,"Kothrud, PMC","Chinese, Multi-cuisine, Non-Veg",2025285655,9822440433
Crepeteria,Restaurant,"Koregaon Park, PMC","American, Multi-cuisine, Non-Veg",8308725779,
Maratha Mughlai,Restaurant,"Dhole Patil Road, PMC","Outdoor Seating,  Mughlai, Multi-cuisine, Non-Veg",2032328499,9209094605
Oudhiyana,Restaurant,"Model Colony, PMC","Multi-cuisine, North Indian, Non-Veg",9604053330,
Shikhar Restaurant,Restaurant,"Tadiwala Road, PMC","Multi-cuisine, Non-Veg",2069477196,9850100992
Nawab Asia Restaurant,Restaurant,"Bund Garden Road, PMC","Buffet, Lucknowi, Non-Veg",2065202475,9850542051
Shiv Prasad Family Restaurant,Restaurant,"Kothrud, PMC","Multi-cuisine, Non-Veg",2025455039,
Haka Chinese Restaurant,Restaurant,"Fergusson College Road, PMC","Outdoor Seating, Chinese, Non-Veg",,
Four Season Restaurant & Bar,Restaurant,"Kothrud, PMC","Outdoor Seating, Indian, Multi-cuisine, Non-Veg",2025452650,
Rainbow Family Restaurant,Restaurant,"Shivaji Nagar, PMC","Chinese, Multi-cuisine, Tandoori, Non-Veg, Sodexo",2025530436,
Appetite Restaurant,Restaurant,"Kalyani Nagar, PMC","Outdoor Seating, Indian, Multi-cuisine, Non-Veg",2026699415,
Ahlings Restaurant,Restaurant,"Dhole Patil Road, PMC","Multi-cuisine, North Indian, Non-Veg",2026126582,
Hotel President,Restaurant,"Hadapsar, PMC","Maharashtrian, Multi-cuisine, Non-Veg",2026823322,9422003877
Shetkari Non Veg,Restaurant,"Sinhagad Road, PMC","Multi-cuisine, Non-Veg",2024346797,
Mezzanine Restaurant,Restaurant,"Infotech park (hinjawadi), PCMC","Continental, Multi-cuisine, Non-Veg",2022934141,9371211818
Le Sarah Family Restaurant,Restaurant,"Ramwadi, PMC","Outdoor Seating,  Multi-cuisine, North Indian",2065344989,9822897986
Hotel Peacock,Restaurant,"Shukrawar Peth, PMC","Multi-cuisine, North Indian, Non-Veg",2024476847,
Monsoon Momos,Restaurant,"Model Colony, PMC","Chinese, Non-Veg",2025667633,
Wazwaan Cuisine Restaurant,Restaurant,"Baner, PMC","Outdoor Seating,  Chinese, Kashmiri, Punjabi",2027292422,9850846856
Farm House,Restaurant,"Kondhwa, PMC","Multi-cuisine, Non-Veg",2026837887,9890006782
Vedant Pure Veg,Restaurant,"Satara Road, PMC","Outdoor Seating, Chinese, Fast Food",2024222284,9594071458
Venky's Xprs,Restaurant,"Viman Nagar, PMC","Outdoor Seating, Chicken Fingers, Grill, Kebabs",2026630828,9822908441
Dhuaa The Kebab Hut,Restaurant,"Pimpri, PMC","Mughlai, Multi-cuisine, North Indian, Non-Veg",7875365365,
Smokin' Joe's,Restaurant,"Rahatani, PCMC","Pasta, Pizza, Non-Veg",2060300404,
The Flour Works,Restaurant,"Yerawada, PMC","Burgers, Pizza, Non-Veg",2026680474,
Hotel Bird Valley,Restaurant,"Chinchwad, PMC","Chinese, Multi-cuisine, North Indian, Non-Veg",2027490099,
Jee Aaya Noo Panjabi Restaurant,Restaurant,"Nagar Road, PMC","Outdoor Seating,  Multi-Cuisine, Punjabi",2065108716,9890404826
Kabab-E-Que,Restaurant,"Gokhale Nagar, PMC","Outdoor Seating,  Chinese, Multi-Cuisine",9960228533,
Aangan Family Restaurant,Restaurant,"Akurdi, PMC","Chinese, Mughlai, North Indian, Non-Veg",2027468888,9689733404
Green Field Veg Restaurant,Restaurant,"Kalyani Nagar, PMC","Chinese, Italian, North Indian, South Indian, Veg",2026695861,9822634860
Arctic Restaurant,Restaurant,"Kalyani Nagar, PMC","Continental, Italian, Mexican, Non-Veg",2026681020,9923176976
God's Own Curry,Restaurant,"Aundh, PMC","Continental, Indian, Multi-Cuisine, Seafood",2064102266,
Nizam's Restaurant,Restaurant,"Kondhwa, PMC","Chinese, Multi-Cuisine, North Indian, Non-Veg",2060503040,7304013040
Zaika,Restaurant,"Kharadi, PMC","Chinese, Continental, Italian, Non-Veg",2065206661,8237791744
R2E,Restaurant,"Pimple Saudagar, PMC","North Indian, Seafood, Non-Veg",2065116869,8149604585
Bird Valley Garden Restaurant,Restaurant,"Chinchwad, PMC","Outdoor Seating,  Chinese, Continental, Indian",2065118887,9637122558
Aabacha Dhaba,Restaurant,"Pimple Saudagar, PMC","Outdoor Seating,  Maharashtrian, Seafood, Non-Veg",9881815050,
The Slackers Cafe,Restaurant,"Kondhwa, PMC","Outdoor Seating,  Fast Food, Non-Veg",9766584272,
Vasu's Biryani House,Restaurant,"Nigdi, PMC","Outdoor Seating,  Biryani, Chinese, Multi-Cuisine",2027650022,
Cafe Arabian Delight,Restaurant,"Kondhwa Khurd, PMC","Outdoor Seating,  Arabian, Fast Food, Lebanese",2026805544,9975053538
Filmy Tadka,Restaurant,"Balewadi, PCMC","Chinese, Indian, Punjabi, Thali, Non-Veg",2064707575,8149674059
Lasa's Kitchen,Restaurant,"Wanowarie, PMC","Outdoor Seating, Chinese, North Indian, Non-Veg",2040092301,9372406988
KFC,Restaurant,"Fatima Nagar, PMC","American, Burgers, Fast Food, Snacks, Non-Veg",2033994444,
By The Tree,Restaurant,"Wanowarie, PMC","Continental, Italian, Non-Veg",2026853888,9850950949
Foodiez Den,Restaurant,"Kharadi, PMC","Outdoor Seating,  Chinese, South Indian, Non-Veg",7798789690,
China Park,Restaurant,"Koregaon Park, PMC","Outdoor Seating, Chinese, Non-Veg",2026151688,9970833002
Seven Shawarma House,Restaurant,"Koregaon Park, PMC","Biryani, Lebanese, Non-Veg",9595969813,
MH-09 Veg And Nonveg,Restaurant,"Baner road, PMC","Maharashtrian, North Indian, Non-Veg",9890013823,
Mughal's,Restaurant,"Camp, PMC","Biryani, Mughlai, Multi-Cuisine, Thali, Non-Veg",2041528102,9579727273
Lazeez,Restaurant,"Kondhwa, PMC","Biryani, Chinese, Mughlai, Non-Veg",9370101333,
Spice And Ice,Restaurant,"Chinchwad, PMC","Fast Food, Lebanese, Pizza, Non-Veg",2060734144,9561361984
Lalaz Mini Punjab,Restaurant,"Hinjewadi, PMC","Chinese, Mughlai, Multi-Cuisine, North Indian",9890224977,
M2K`S,Restaurant,"Kondhwa, PMC","Outdoor Seating, Chinese, Desserts & Ice Cream",9823545476,
Punjab Da Sher,Restaurant,"Kharadi, PMC","Chinese, North Indian, Thali, Non-Veg",2065211818,
New Rachana,Restaurant,"Gokhale Nagar, PMC","Chinese, Indian, Multi-Cuisine, Thali, Non-Veg",9762331659,
Kok Pa Chinese,Restaurant,"Fergusson College Road, PMC","Chinese, South Indian, Non-Veg",9604504596,
Hidden Place,Restaurant,"Koregaon Park, PMC","Outdoor Seating,  Continental, Multi-Cuisine",9325749220,
Tandoor Point,Restaurant,"Kharadi, PMC","Chinese, North Indian, Tandoori, Non-Veg",2032396163,7620096163
Sagar Biryani House,Restaurant,"Koregaon Park, PMC","Outdoor Seating,  Fast Food, Non-Veg",2026709050,9860396212
Nibbana`s Desi Cafe,Restaurant,"Kondhwa, PMC","Burgers, Pizza, Snacks, Non-Veg",9579263120,
The Burger House,Restaurant,"Koregaon Park, PMC","Burgers, Non-Veg",7709033596,
Dhareshwar Corner,Restaurant,"Wanowrie, PCMC","Outdoor Seating,  Chinese, Maharashtrian",9764070005,
Sigree Global Grill,Restaurant,"Pimpri, PMC","Indian, Mediterranean, Mexican, Multi-Cuisine",2065322888,8793811335
Masemari- The Fishing,Restaurant,"Tilak Road, PMC","Goan, Maharashtrian, Mangalorean, Marwadi",2024328631,8605006006
The Shanghai Court,Restaurant,"Hinjewadi, PMC","Chinese, North Indian, Non-Veg",9763268580,
Fishland,Restaurant,"Kothrud, PMC","Indian, Seafood, Non-Veg",9552378484,
Wildernest Restaurant,Restaurant,"Khadakwasla, PMC","Chinese, Continental, Maharashtrian, Punjabi",2025433588,9552652855
American Fried Chicken,Restaurant,"Wanowari Kondhwa, PCMC","Chicken Burger, Chicken Pasta, Fast Food, Non-Veg",7757835193,
Taste And Twist,Restaurant,"Dhole Patil Road, PMC","Fast Food, Non-Veg",8007253111,
Maddy's Pasta Bar,Restaurant,"Kothrud, PMC","Beverages, Desserts & Ice Cream, Italian, Pasta",8698789999,
Lalaz Mini Punjab XPRS,Restaurant,"Khondhwa kh, PMC","Outdoor Seating, Chinese, Indian, Multi-Cuisine",2065266363,
Cheelizza,Restaurant,"Kothrud, PMC","Wi-Fi Zone, Beverages, Fast Food, Garlic Bread",2042225222,
Yumwich,Restaurant,"Baner, PMC","Fast Food, Italian, Non-Veg",2065282001,
Invitation Today,Restaurant,"Mahalunge, PMC","Chinese, Continental, Indian, Italian, Oriental",2039801500,9766587585
Tandoor,Restaurant,"Mundhawa, PMC","Mughlai, Punjabi, Tandoori, Non-Veg",9970702120,
Tawa N Tandoor,Restaurant,"Kondhwa, PMC","Chinese, North Indian, Non-Veg",2030420815,7709943395
Meal 40,Restaurant,"Kharadi, PMC","Biryani, Burgers, Fast Food, Non-Veg",2030189861,8484000042
Marrakesh Restaurant (Head Office),Restaurant,"Kalyani Nagar, PMC","Indian, Multi-Cuisine, Non-Veg",9823216888,
Sky Garage,Restaurant,"Aundh, PMC","Outdoor Seating, Chinese, Indian, Multi-Cuisine",9762100991,
Mozzar's Pizzaworks,Restaurant,"Baner, PMC","Burgers, Italian, Pizza, Non-Veg",2065311000,
Hotel Satkar,Restaurant,"Budhwar Peth, PMC","High Rise, Continental, Indian, Multi-cuisine",2024462276,
The Village Rooftop,Restaurant,"Kondhwa, PMC","Outdoor Seating,  North Indian, Non-Veg",2026805442,9960700734
The Flute,Restaurant,"Mundhawa, PMC","Chinese, Indian, Non-Veg",9822813490,
Bayleaf Restaurant,Restaurant,"Dhole Patil Road, PMC","Chinese, Continental, Italian, Multi-Cuisine",2041230350,9881103772
Angaar,Restaurant,"Wakad, PMC","Lucknowi, Non-Veg",9545655355,
Rishi Non Veg,Restaurant,"Pimpri, PMC","Outdoor Seating,  Chinese, North Indian, Seafood",2065230123,
Tandoori Knights,Restaurant,"Kondhwa, PMC","Indian, Lebanese, Multi-cuisine, Tandoori",2026805040,7588327780
Oryzza,Restaurant,"Kothrud, PMC","Outdoor Seating, Wi-Fi Zone,  Multi-Cuisine",8605679992,
Adda The Hideout,Restaurant,"Wanowarie, PMC","Lebanese, Non-Veg",9920321512,
Hashtag - The Multicuisine Bistro,Restaurant,"Kondhwa Khurd, PMC","Outdoor Seating,  Multi-Cuisine, Non-Veg",2066246295,8806009732
Addah,Restaurant,"Koregaon Park, PMC","Wi-Fi Zone,  Maharashtrian, Multi-Cuisine",2040011000,9890800061
Zen,Restaurant,"Camp, PMC","Wi-Fi Zone,  Malaysian, Multi-Cuisine, Pan Asian",2026131818,
Abhinaya Reddy's,Restaurant,"Hadapsar, PMC",Restaurant,9552085377,
Lazeez By Hyderabadi Delicacies,Restaurant,"Viman Nagar, PMC","Biryani, Egg Cuisine, Multi-Cuisine",2065289444,
The Orient,Restaurant,"Bund Garden Road, PMC","Not Available,Outdoor Seating,Pool Area, Buffet",,
Aryan's,Restaurant,"Mundhawa, PMC",Restaurant,2064508080,9325008060
Four Seasons Restaurant,Restaurant,"Kothrud, PMC","Chinese,Multi-Cuisine, Non-Veg",2065003749,
Harajuku,Restaurant,"Koregaon Park, PMC","Wi-Fi Zone,  Chinese, Japanese, Multi-Cuisine",2040011000,9890800061
Baan Tao,Restaurant,"Yerawada, PMC","Outdoor Seating,Wi-Fi Zone,  Chinese, Thai",2041418888,
Prems,Restaurant,"Koregaon Park, PMC","Children's Play Area,High Rise,Outdoor Seating",2026150081,
Tamanna Restaurants And Bar,Restaurant,"Hinjewadi, PMC","Wi-Fi Zone,  Chinese, Continental, Indian",2066751900,9765615038
Talk About Restaurants And Bar,Restaurant,"Hinjewadi, PMC","Wi-Fi Zone,  Chinese, Indian, Italian",2066751900,7507772162
Portico,Restaurant,"Wakad, PMC","Wi-Fi Zone, European, Indian, Multi-Cuisine",2042121212,9372267401
Sheetal Da Dhaba,Restaurant,"Lonavala, PMC","Chinese, Indian, Mughlai, Sindhi, Non-Veg",2114320976,9922339969
SOY Pavilion,Restaurant,"Pimpri, PCMC","Wi-Fi Zone,  Far Eastern, Multi-Cuisine",2030004000,9673337776
Carmine,Restaurant,"Kharadi, PMC","Outdoor Seating, Wi-Fi Zone,  Mediterranean",2027060606,9545452852
BISO,Restaurant,"Pimpri, PCMC","Wi-Fi Zone,  European, Multi-Cuisine",2030004000,9673337776
Atrium,Restaurant,"Balewadi, PCMC","Outdoor Seating, Wi-Fi Zone,  Chinese",2060017555,
Cilantro,Restaurant,"Viman Nagar, PMC","Children's Play Area,  Chinese, Multi-cuisine",2040006200,
Ammbiir Restaurant,Restaurant,"Hinjewadi, PMC","Wi-Fi Zone,  Chinese, Continental, Multi-Cuisine",2066544611,8600146983
Soho Restaurant,Restaurant,"Ramwadi, PMC","Multi-cuisine, North Indian, Non-Veg, Sodexo",9850664063,
Shorba Family Restaurant,Restaurant,"Dhole Patil Road, PMC","Barbecue, Buffet, Chinese, Continental, Indian",2024606060,
Barbeque Nation,Restaurant,"Kalyani Nagar, PMC","Barbecue, Non-Veg",2032327788,9371616422
Cafe Snero,Restaurant,"Sadashiv Peth, PMC",Fast Food,8408859624,
Citrus Cafe,Restaurant,"Hinjewadi, PMC","High Rise,Outdoor Seating, Wi-Fi Zone,  American",2044232323,9911707101
Red Peppers Restaurant,Restaurant,"Model Colony, PMC","Asian, Bengali, Biryani, Diners, Fast Food",8554891225,
The Terrace Bistro,Restaurant,"Pune Railway Station, PMC","Outdoor Seating, French, Italian, Multi-cuisine",2026059999,
Ghanthi Restaurant,Restaurant,"Kasarwadi, PMC","Chinese, North Indian, Sodexo,Ticket Restaurant",9673266729,
Cinnamon Spice,Restaurant,"Aundh, PMC","Indian, Mughlai, North Indian, Non-Veg",2040009999,8600254094
V-Deck,Restaurant,"Mahalunge, PMC","Outdoor Seating,  Chinese, Continental",2039801500,9766587585
Flavours,Restaurant,"Wakad, PMC","Children's Play Area,Outdoor Seating,Wi-Fi Zone",2040719900,9011027964
Rasagandha,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating, Wi-Fi Zone,  Chinese, Indian",2025520903,9922936972
Kokum Restaurant,Restaurant,"Viman Nagar, PMC","Chettinad, Coastal, Goan, Keralite, Mangalorean",2040159555,
The Eye Club,Restaurant,"Viman Nagar, PMC","Wi-Fi Zone,  European, Middle Eastern",2066283535,
It's Mirchi,Restaurant,"Shivaji Nagar, PMC","Wi-Fi Zone,  Biryani, Grill, Multi-Cuisine",2066846565,
Mozzarella,Restaurant,"Yerawada, PMC","High Rise,Outdoor Seating,Wi-Fi Zone,  Chinese",2065005566,
Sen5es,Restaurant,"Koregaon Park, PMC","Outdoor Seating, Asian, Italian, Multi-Cuisine",2041428888,
Pasha Restaurant,Restaurant,"Senapati Bapat Marg, PMC","Outdoor Seating, Wi-Fi Zone,  Chinese",2066833333,
Aroma Cafe,Coffee Shop,"Koregaon Park, PMC","Cakes And Confectioneries,Multi-cuisine, Non-Veg",2064015229,
Atrium Cafe,Restaurant,"Bhandarkar Road, PMC","Wi-Fi Zone, Burgers, Chinese, Multi-cuisine",2041044104,
Kasba,Restaurant,"Kalyani Nagar, PMC","Wi-Fi Zone,  Chinese, Continental, Indian",2040131234,
Level 12,Restaurant,"Chinchwad, PMC","Chinese, Indian, Lebanese, Mediterranean",2067313333,
UV Deck,Restaurant,"Kalyani Nagar, PMC","Outdoor Seating,Wi-Fi Zone, Chinese, Mexican",2026608777,
Lonavala Restaurant And Bar Hotel Lonavala,Restaurant,"Lonavala, PMC","Outdoor Seating, Wi-Fi Zone,  Chinese",2114272914,
Bistro,Restaurant,"Koregaon Park, PMC","Italian, Multi-cuisine, Non-Veg",202647474,
Offbeat Foods,Restaurant,"Kothrud, PMC","Not Available,Outdoor Seating,  American",2025454772,9763716185
Navalai Restaurant,Restaurant,"Erandwana, PMC","Multi-Cuisine, Non-Veg",2025452989,9422366633
Hotel Neelam,Restaurant,"Camp, PMC","Multi-Cuisine,Punjabi, Non-Veg",2026122748,
Garwa Hills- Lazeez Restaurant,Restaurant,"Wanowari Kondhwa, PCMC","Chinese, Continental, European, Indian, Mughlai",2032313889,9422037704
The Cafe Restaurant,Restaurant,"Nagar Road, PMC","Outdoor Seating, Wi-Fi Zone,  Chinese",2066451234,
Great Punjab Restaurant,Restaurant,"Dhole Patil Road, PMC","Punjabi, Non-Veg",2026136268,9892141014
Keg And Barrel,Restaurant,"FC Road, PMC","Continental, Diners, Fast Food, Indian",9850090709,
Royal Park Restaurant,Restaurant,"Kasarwadi, PMC","Outdoor Seating, Wi-Fi Zone,  Multi-Cuisine",2040731111,
Manna Restaurant,Restaurant,"Lulla Nagar, PMC","Outdoor Seating, Continental,Italian",2026834455,
The Green Table,Restaurant,"Pawana Nagar, PMC","Chinese, Continental, Indian, Multi-Cuisine",20712468,
Sarangi Restaurant,Restaurant,"Camp, PMC","Outdoor Seating, Multi-Cuisine,North Indian",2026361325,
Zen Restaurant,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating,  Chinese, Non-Veg",2025536200,
Mineority By Saby,Restaurant,"Kalyani Nagar, PMC","Continental, Indian, North East Indian",9922394441,
Orchid,Restaurant,"Hinjewadi, PMC","Chinese, Indian, Multi-Cuisine, South Indian",2030643300,
